Time(s),Speed(RPM),Torque(Nm)
1059.5,6311.846491,33.69685675
1060,6340.493298,33.80004475
1060.5,6369.140105,33.90370002
1061,6397.786912,34.00782255
1061.5,6426.433719,34.11241235
1062,6455.080526,34.21746942
1062.5,6483.727333,34.32299375
1063,6512.374141,34.42898535
1063.5,6541.020948,34.53544421
1064,6569.667755,34.64237034
1064.5,6598.314562,34.74976374
1065,6626.961369,34.8576244
1065.5,6655.608176,34.96595233
1066,6684.254983,35.07474753
1066.5,6684.254983,20.04529965
1067,6684.254983,20.04529965
1067.5,6684.254983,20.04529965
1068,6684.254983,20.04529965
1068.5,6684.254983,20.04529965
1069,6684.254983,20.04529965
1069.5,6684.254983,20.04529965
1070,6684.254983,20.04529965
1070.5,6684.254983,20.04529965
1071,6684.254983,20.04529965
1071.5,6684.254983,20.04529965
1072,6684.254983,20.04529965
1072.5,6684.254983,20.04529965
1073,6684.254983,20.04529965
1073.5,6684.254983,20.04529965
1074,6684.254983,20.04529965
1074.5,6684.254983,20.04529965
1075,6684.254983,20.04529965
1075.5,6684.254983,20.04529965
1076,6684.254983,20.04529965
1076.5,6684.254983,20.04529965
1077,6684.254983,20.04529965
1077.5,6684.254983,20.04529965
1078,6684.254983,20.04529965
1078.5,6684.254983,20.04529965
1079,6684.254983,20.04529965
1079.5,6684.254983,20.04529965
1080,6684.254983,20.04529965
1080.5,6684.254983,20.04529965
1081,6684.254983,20.04529965
1081.5,6684.254983,20.04529965
1082,6684.254983,20.04529965
1082.5,6684.254983,20.04529965
1083,6684.254983,20.04529965
1083.5,6684.254983,20.04529965
1084,6684.254983,20.04529965
1084.5,6684.254983,20.04529965
1085,6684.254983,20.04529965
1085.5,6684.254983,20.04529965
1086,6684.254983,20.04529965
1086.5,6684.254983,20.04529965
1087,6684.254983,20.04529965
1087.5,6684.254983,20.04529965
1088,6684.254983,20.04529965
1088.5,6684.254983,20.04529965
1089,6684.254983,20.04529965
1089.5,6684.254983,20.04529965
1090,6684.254983,20.04529965
1090.5,6684.254983,20.04529965
1091,6684.254983,20.04529965
1091.5,6684.254983,20.04529965
1092,6684.254983,20.04529965
1092.5,6684.254983,20.04529965
1093,6684.254983,20.04529965
1093.5,6684.254983,20.04529965
1094,6684.254983,20.04529965
1094.5,6684.254983,20.04529965
1095,6684.254983,20.04529965
1095.5,6684.254983,20.04529965
1096,6684.254983,20.04529965
1096.5,6717.676258,37.70717381
1097,6751.097533,37.83532812
1097.5,6784.518808,37.96411842
1098,6817.940083,38.09354473
1098.5,6851.361358,38.22360704
1099,6884.782632,38.35430535
1099.5,6918.203907,38.48563966
1100,6951.625182,38.61760997
1100.5,6985.046457,38.75021629
1101,7018.467732,38.8834586
1101.5,7051.889007,39.01733692
1102,7085.310282,39.15185124
1102.5,7118.731557,39.28700156
1103,7152.152832,39.42278788
1103.5,7185.574107,39.55921021
1104,7218.995382,39.69626853
1104.5,7252.416657,39.83396286
1105,7285.837931,39.97229319
1105.5,7319.259206,40.11125952
1106,7352.680481,40.25086185
1106.5,7386.101756,40.39110018
1107,7419.523031,40.53197451
1107.5,7452.944306,40.67348485
1108,7486.365581,40.81563119
1108.5,7519.786856,40.95841353
1109,7553.208131,41.10183187
1109.5,7586.629406,41.24588621
1110,7620.050681,41.39057655
1110.5,7653.471955,41.5359029
1111,7686.89323,41.68186524
1111.5,7720.314505,41.82846359
1112,7753.73578,41.97569794
1112.5,7787.157055,42.12356829
1113,7820.57833,42.27207464
1113.5,7853.999605,42.421217
1114,7887.42088,42.57099535
1114.5,7920.842155,42.72140971
1115,7954.26343,42.87246007
1115.5,7987.684705,43.02414643
1116,8021.10598,43.17646879
1116.5,8021.10598,25.64211293
1117,8021.10598,25.64211293
1117.5,8021.10598,25.64211293
1118,8021.10598,25.64211293
1118.5,8021.10598,25.64211293
1119,8021.10598,25.64211293
1119.5,8021.10598,25.64211293
1120,8021.10598,25.64211293
1120.5,8021.10598,25.64211293
1121,8021.10598,25.64211293
1121.5,8021.10598,25.64211293
1122,8021.10598,25.64211293
1122.5,8021.10598,25.64211293
1123,8021.10598,25.64211293
1123.5,8021.10598,25.64211293
1124,8021.10598,25.64211293
1124.5,8021.10598,25.64211293
1125,8021.10598,25.64211293
1125.5,8021.10598,25.64211293
1126,8021.10598,25.64211293
1126.5,7937.552792,-18.57339013
1127,7853.999605,-18.94902852
1127.5,7770.446418,-19.3206919
1128,7686.89323,-19.68838027
1128.5,7603.340043,-20.05209363
1129,7519.786856,-20.41183199
1129.5,7436.233669,-20.76759533
1130,7352.680481,-21.11938367
1130.5,7269.127294,-21.46719699
1131,7185.574107,-21.81103531
1131.5,7102.020919,-22.15089861
1132,7018.467732,-22.48678691
1132.5,6934.914545,-22.8187002
1133,6851.361358,-23.14663847
1133.5,6767.80817,-23.47060174
1134,6684.254983,-23.79059
1134.5,6600.701796,-24.10660325
1135,6517.148608,-24.41864149
1135.5,6433.595421,-24.72670472
1136,6350.042234,-25.03079294
1136.5,6266.489047,-25.33090616
1137,6182.935859,-25.62704436
1137.5,6099.382672,-25.91920755
1138,6015.829485,-26.20739573
1138.5,5932.276297,-26.49160891
1139,5848.72311,-26.77184707
1139.5,5765.169923,-27.04811023
1140,5681.616736,-27.32039837
1140.5,5598.063548,-27.58871151
1141,5514.510361,-27.85304964
1141.5,5430.957174,-28.11341276
1142,5347.403986,-28.36980086
1142.5,5222.074205,-50.66487471
1143,5096.744425,-51.03305996
1143.5,4971.414644,-51.39230144
1144,4846.084863,-51.74259914
1144.5,4720.755082,-52.08395308
1145,4595.425301,-52.41636324
1145.5,4470.09552,-52.73982963
1146,4344.765739,-53.05435225
1146.5,4219.435958,-53.3599311
1147,4094.106177,-53.65656618
1147.5,3968.776396,-53.94425749
1148,3843.446615,-54.22300502
1148.5,3718.116834,-54.49280879
1149,3592.787053,-54.75366878
1149.5,3467.457272,-55.00558501
1150,3342.127491,-55.24855746
1150.5,3175.021117,-77.47655302
1151,3007.914742,-77.77070372
1151.5,2840.808368,-78.04895438
1152,2673.701993,-78.311305
1152.5,2506.595619,-78.55775558
1153,2339.489244,-78.78830613
1153.5,2172.382869,-79.00295664
1154,2005.276495,-79.20170711
1154.5,1838.17012,-79.38455755
1155,1671.063746,-79.55150794
1155.5,1503.957371,-79.7025583
1156,1336.850997,-79.83770862
1156.5,1169.744622,-79.9569589
1157,1002.638247,-80.06030915
1157.5,835.5318729,-80.14775936
1158,668.4254983,-80.21930953
1158.5,501.3191237,-80.27495966
1159,334.2127491,-80.31470975
1159.5,167.1063746,-80.33855981
1160,0,0
1160.5,0,0
1161,0,0
1161.5,0,0
1162,0,0
1162.5,0,0
1163,0,0
1163.5,0,0
1164,0,0
1164.5,0,0
1165,0,0
1165.5,0,0
1166,0,0
1166.5,0,0
1167,0,0
1167.5,0,0
1168,0,0
1168.5,0,0
1169,0,0
1169.5,0,0
1170,0,0
1170.5,0,0
1171,0,0
1171.5,0,0
1172,0,0
1172.5,0,0
1173,0,0
1173.5,0,0
1174,0,0
1174.5,0,0
1175,0,0
1175.5,0,0
1176,0,0
1176.5,0,0
1177,0,0
1177.5,0,0
1178,0,0
1178.5,0,0
1179,0,0
1179.5,0,0
1180,0,0
